periodo;sentiment_azure;MeaningCloud;NaturalLan
7;neutral;NONE;positivo
7;negative;P;positivo
7;negative;P;neutral
7;mixed;P;positivo
7;negative;P+;negativo
7;negative;N;neutral
7;negative;P;negativo
7;negative;NEU;positivo
7;negative;N+;negativo
7;neutral;NONE;positivo
7;negative;P;negativo
7;neutral;P;positivo
7;negative;N;neutral
7;negative;NEU;negativo
7;negative;N;neutral
7;mixed;P;positivo
7;mixed;N;positivo
7;negative;NONE;neutral
7;positive;P;positivo
7;negative;N;positivo
7;mixed;NEU;neutral
7;neutral;P;positivo
7;mixed;P;mixto
7;negative;N;positivo
7;neutral;NEU;positivo
7;positive;P;positivo
7;mixed;NEU;mixto
7;negative;N;negativo
7;neutral;N;neutral
7;mixed;N;mixto
7;negative;P;positivo
7;positive;NEU;positivo
7;neutral;P;neutral
7;positive;P+;positivo
7;neutral;P;positivo
7;mixed;P;mixto
7;negative;N;neutral
7;negative;P;positivo
7;negative;NEU;mixto
7;negative;N;neutral
7;mixed;N;negativo
7;mixed;NEU;positivo
7;negative;NEU;negativo
7;neutral;NONE;positivo
7;mixed;P;neutral
7;negative;N;positivo
7;negative;P+;mixto
7;negative;N;neutral
7;positive;P;neutral
7;negative;P;positivo
7;mixed;N;negativo
7;negative;N;neutral
7;negative;NEU;negativo
7;negative;P;neutral
7;negative;N;neutral
7;positive;P;positivo
7;positive;P;positivo
7;negative;NEU;positivo
7;negative;P;positivo
7;mixed;P;positivo
7;positive;NEU;positivo
7;negative;P+;positivo
7;negative;N;positivo
7;negative;NEU;mixto
7;negative;P+;neutral
7;negative;P;neutral
7;mixed;N;mixto
7;mixed;P;positivo
7;mixed;P;mixto
7;positive;P;positivo
7;positive;NEU;positivo
7;neutral;P;positivo
7;mixed;P;mixto
7;negative;N;negativo
7;mixed;P;positivo
7;negative;NEU;negativo
7;negative;N;mixto
7;negative;N;negativo
7;negative;N;negativo
7;mixed;N;positivo
7;negative;N;negativo
7;negative;N;neutral
7;negative;P;neutral
7;negative;N;mixto
7;negative;P;negativo
7;mixed;P;positivo
7;mixed;N;positivo
7;mixed;P+;positivo
7;mixed;NEU;mixto
7;negative;P;negativo
7;negative;N;negativo
7;negative;NEU;positivo
7;negative;N;negativo
7;neutral;P;positivo
7;positive;NEU;positivo
7;negative;N;negativo
7;negative;N;mixto
7;negative;N;negativo
7;mixed;P;positivo
7;neutral;NONE;positivo
7;negative;N;mixto
7;positive;P;positivo
7;negative;P;neutral
7;negative;NEU;positivo
7;mixed;P;positivo
7;negative;N;negativo
7;mixed;N;mixto
7;negative;N;negativo
7;negative;P;mixto
7;mixed;P;negativo
7;neutral;P;positivo
7;negative;N;neutral
7;negative;N;neutral
7;negative;N;negativo
7;mixed;P+;mixto
7;negative;N;positivo
7;negative;P;positivo
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;NEU;negativo
7;positive;P;positivo
7;negative;P;positivo
7;mixed;N;mixto
7;mixed;N;neutral
7;positive;P;neutral
7;negative;N;mixto
7;negative;NEU;negativo
7;negative;NEU;negativo
7;negative;P;positivo
7;negative;N;negativo
7;negative;N;negativo
7;negative;P;positivo
7;mixed;P;positivo
7;negative;P;positivo
7;negative;N;negativo
7;negative;N;positivo
7;negative;P;neutral
7;negative;N;negativo
7;mixed;NEU;mixto
7;positive;P+;positivo
7;negative;NEU;negativo
7;mixed;N;mixto
7;negative;NEU;positivo
7;negative;P;positivo
7;negative;N;positivo
7;mixed;P;positivo
7;mixed;P;positivo
7;negative;NEU;neutral
7;mixed;P;positivo
7;negative;P;positivo
7;mixed;NEU;negativo
7;negative;N+;positivo
7;negative;N;negativo
7;mixed;N;positivo
7;negative;P;negativo
7;mixed;P;positivo
7;negative;N;neutral
7;negative;N+;positivo
7;mixed;NEU;positivo
7;mixed;P;positivo
7;mixed;P;positivo
7;negative;P;negativo
7;negative;N;negativo
7;negative;NEU;positivo
7;positive;P;negativo
7;positive;N;neutral
7;mixed;N;neutral
7;mixed;P+;positivo
7;negative;P;negativo
7;negative;NEU;negativo
7;negative;N;negativo
7;negative;P;negativo
7;mixed;NEU;positivo
7;negative;N+;positivo
7;mixed;NEU;positivo
7;negative;NEU;negativo
7;mixed;P;positivo
7;positive;P;negativo
7;negative;NEU;negativo
7;negative;N;neutral
7;negative;NEU;neutral
7;positive;P;positivo
7;negative;NEU;negativo
7;mixed;N;positivo
7;neutral;P;positivo
7;negative;P;positivo
7;negative;N;negativo
7;negative;N+;neutral
7;negative;P;negativo
7;negative;P;neutral
7;negative;NEU;negativo
7;mixed;P;mixto
7;mixed;P;positivo
7;negative;NEU;negativo
7;negative;N;negativo
7;negative;NEU;neutral
7;negative;NEU;negativo
7;negative;P+;neutral
7;neutral;P;positivo
7;mixed;N;mixto
7;negative;N;mixto
7;negative;N;negativo
7;mixed;P;positivo
7;negative;NEU;neutral
7;positive;NONE;neutral
7;mixed;N+;positivo
7;positive;P+;positivo
7;mixed;P;negativo
7;mixed;P;positivo
7;negative;P;negativo
7;positive;P+;positivo
7;negative;P;neutral
7;negative;N;neutral
7;negative;N;positivo
7;mixed;NEU;mixto
7;mixed;N;positivo
7;mixed;P;positivo
7;negative;P;positivo
7;negative;P+;positivo
7;mixed;N;mixto
7;mixed;N;positivo
7;neutral;N;positivo
7;positive;N;negativo
7;mixed;P;mixto
7;negative;P+;neutral
7;mixed;NEU;positivo
7;negative;P;negativo
7;negative;NONE;negativo
7;mixed;P;negativo
7;negative;N;negativo
7;negative;N+;positivo
7;negative;P;negativo
7;negative;P;neutral
7;negative;N+;positivo
7;positive;P;positivo
7;negative;N;negativo
7;negative;N;neutral
7;negative;N+;neutral
7;negative;N;mixto
7;negative;N;neutral
7;negative;N+;positivo
7;negative;P;neutral
7;mixed;P;negativo
8;negative;P;neutral
8;negative;N;neutral
8;negative;P;negativo
8;negative;N+;positivo
7;negative;N;negativo
7;negative;N;positivo
7;neutral;P;positivo
7;negative;N;neutral
7;positive;P;negativo
7;negative;N;negativo
7;negative;N;negativo
7;negative;NONE;negativo
7;negative;NEU;negativo
7;neutral;P;neutral
7;neutral;P;positivo
7;negative;N;negativo
7;negative;N;negativo
7;neutral;N;negativo
7;negative;N;negativo
7;neutral;P;neutral
7;negative;P+;positivo
7;negative;N;mixto
7;positive;N;positivo
7;negative;NEU;neutral
7;neutral;P;positivo
7;negative;N+;negativo
7;negative;P;positivo
7;negative;NEU;neutral
7;negative;NEU;positivo
7;negative;P;neutral
7;mixed;P;negativo
7;negative;N;neutral
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;P;negativo
7;negative;N;negativo
7;positive;P;negativo
7;neutral;P;neutral
7;positive;NONE;positivo
7;negative;P;negativo
7;negative;N;negativo
7;neutral;P;neutral
7;negative;P;negativo
7;negative;P;positivo
7;positive;P;negativo
7;positive;NEU;negativo
7;negative;N;negativo
7;negative;N;negativo
7;neutral;NONE;neutral
7;negative;N;negativo
7;neutral;P;neutral
7;negative;N;negativo
7;negative;P;positivo
7;mixed;P;neutral
7;mixed;P;positivo
7;negative;P;negativo
7;negative;N;negativo
7;negative;NEU;negativo
7;positive;P;positivo
7;negative;P;positivo
7;negative;N;neutral
7;negative;N;positivo
7;negative;N;neutral
7;negative;N;positivo
7;mixed;N;positivo
7;negative;NONE;positivo
7;negative;N;positivo
7;positive;N;positivo
7;negative;N;neutral
7;negative;N;mixto
7;negative;N+;negativo
7;negative;P;positivo
7;negative;N;negativo
7;positive;N;negativo
7;positive;NEU;negativo
7;positive;P;positivo
7;mixed;NEU;mixto
7;mixed;NEU;positivo
7;positive;P;positivo
7;negative;N;mixto
7;neutral;NONE;positivo
7;negative;N;neutral
7;negative;N;neutral
7;negative;NEU;positivo
7;negative;P+;negativo
7;mixed;NEU;positivo
7;negative;P;positivo
7;negative;N;negativo
7;mixed;NEU;positivo
7;negative;N+;neutral
7;negative;P;negativo
7;negative;P;neutral
7;negative;N;negativo
7;negative;N;negativo
7;negative;P;positivo
7;mixed;P;positivo
7;negative;NEU;negativo
7;negative;N;negativo
7;mixed;NEU;positivo
7;positive;NONE;neutral
7;mixed;N+;negativo
7;positive;P;neutral
7;mixed;NEU;positivo
7;negative;N;negativo
7;negative;N+;negativo
7;negative;NEU;positivo
7;negative;N;negativo
7;neutral;NONE;positivo
7;neutral;NONE;positivo
7;negative;N+;negativo
7;mixed;NEU;mixto
7;neutral;P;positivo
7;negative;N;neutral
7;negative;N;negativo
7;negative;P;neutral
7;negative;N;mixto
7;negative;N;positivo
7;negative;N;neutral
7;negative;N;neutral
7;mixed;P;mixto
7;negative;NEU;negativo
7;mixed;P;positivo
7;mixed;N;positivo
7;negative;N;neutral
7;negative;N;positivo
7;negative;P;positivo
7;negative;P;neutral
7;negative;N;positivo
7;neutral;P+;positivo
7;neutral;NONE;positivo
7;positive;P+;negativo
7;negative;NEU;negativo
7;positive;N;negativo
7;negative;N;neutral
7;neutral;P;positivo
7;mixed;NEU;positivo
7;negative;N;mixto
7;negative;N;negativo
7;negative;N;mixto
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;N+;positivo
7;positive;NEU;positivo
7;negative;NEU;positivo
7;negative;N;negativo
7;neutral;P;negativo
7;positive;N;positivo
7;negative;P;neutral
7;negative;N;negativo
7;positive;P;positivo
7;negative;P;neutral
7;negative;NONE;negativo
7;negative;N+;positivo
7;negative;P;negativo
7;negative;N;negativo
7;neutral;P;positivo
7;negative;P;negativo
7;negative;P;negativo
7;mixed;N;negativo
7;negative;N+;neutral
7;negative;P;neutral
7;negative;N;positivo
7;negative;N;negativo
7;negative;N;positivo
7;negative;N;neutral
7;negative;N+;mixto
7;mixed;P+;neutral
7;mixed;N;positivo
7;positive;NONE;positivo
7;negative;N;negativo
7;positive;P;neutral
7;negative;N;neutral
7;mixed;NEU;positivo
7;negative;N;negativo
7;negative;N;negativo
7;negative;P;positivo
7;mixed;N;mixto
7;positive;P;negativo
7;neutral;P;positivo
7;negative;P;negativo
7;mixed;NEU;mixto
7;negative;N;negativo
7;negative;N;positivo
7;positive;P+;positivo
7;negative;N;negativo
7;neutral;N;positivo
7;positive;NEU;positivo
7;negative;N;negativo
7;negative;N;neutral
7;mixed;NEU;positivo
7;neutral;P;neutral
7;mixed;P;mixto
7;positive;P;neutral
7;negative;N;positivo
7;mixed;P;positivo
7;neutral;NONE;positivo
7;negative;N;negativo
7;positive;NEU;positivo
7;mixed;P;neutral
7;negative;N;neutral
7;negative;N;negativo
7;negative;N;negativo
7;mixed;P;mixto
7;positive;N;negativo
7;neutral;NONE;positivo
7;negative;N+;positivo
7;negative;NEU;negativo
7;negative;N+;neutral
7;mixed;P;neutral
7;negative;N;neutral
7;mixed;P;negativo
7;negative;P;positivo
7;mixed;N;neutral
7;mixed;NEU;neutral
7;negative;N+;neutral
7;positive;N;neutral
7;negative;N;negativo
7;negative;N;positivo
7;mixed;NEU;positivo
7;negative;N;negativo
7;negative;NEU;positivo
7;positive;N;neutral
7;mixed;NEU;negativo
7;positive;NONE;positivo
7;negative;NEU;neutral
7;negative;P;negativo
7;negative;NONE;positivo
7;negative;N;negativo
7;positive;P;positivo
7;negative;N;negativo
7;negative;P+;positivo
7;negative;P;negativo
7;mixed;N;mixto
7;negative;P;negativo
7;mixed;P;positivo
7;mixed;NEU;positivo
7;neutral;N+;neutral
7;negative;N;mixto
7;positive;N;positivo
7;mixed;P;positivo
7;negative;N;positivo
7;negative;NONE;neutral
7;mixed;P;mixto
7;negative;N;negativo
7;mixed;NEU;mixto
7;negative;P;positivo
7;mixed;NEU;mixto
7;negative;NEU;positivo
7;negative;N;positivo
7;negative;P;neutral
7;negative;NEU;positivo
7;positive;P;positivo
7;negative;P;negativo
7;negative;P;positivo
7;mixed;NEU;mixto
7;negative;N+;positivo
7;negative;NEU;negativo
7;negative;N;positivo
7;positive;P;positivo
7;negative;N;neutral
7;negative;P;negativo
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;mixed;N;mixto
7;positive;P;positivo
7;negative;N;negativo
7;negative;NEU;positivo
7;negative;NEU;mixto
7;positive;P;positivo
7;negative;N+;positivo
7;negative;NEU;neutral
7;negative;P;positivo
7;mixed;N;mixto
7;neutral;NONE;neutral
7;negative;N;positivo
7;mixed;N;mixto
7;negative;NONE;positivo
7;mixed;N;neutral
7;negative;P;positivo
7;negative;N;neutral
7;positive;N+;positivo
7;negative;P;positivo
7;positive;P;negativo
7;negative;N;neutral
7;negative;N;neutral
7;mixed;NEU;positivo
7;mixed;P;positivo
7;negative;N;neutral
7;neutral;P;neutral
7;neutral;P;positivo
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;N+;positivo
7;negative;NEU;positivo
7;negative;P;positivo
7;negative;N;mixto
7;negative;N;negativo
7;positive;P;negativo
7;negative;P;mixto
7;mixed;N;mixto
7;mixed;P;positivo
7;negative;P;neutral
7;mixed;N;positivo
7;negative;N;negativo
7;mixed;N;positivo
7;neutral;P;positivo
7;negative;P;neutral
7;negative;P;neutral
7;negative;N;negativo
7;negative;P;neutral
7;neutral;P;positivo
7;negative;P;neutral
7;positive;P;positivo
7;neutral;NONE;neutral
7;neutral;NONE;positivo
7;mixed;P;positivo
7;mixed;NEU;positivo
7;negative;NEU;negativo
7;negative;N;neutral
7;negative;NEU;negativo
7;negative;N;neutral
7;positive;P;neutral
7;negative;N+;negativo
7;negative;NONE;negativo
7;positive;NEU;positivo
7;mixed;NEU;negativo
7;negative;P;positivo
7;positive;P;neutral
7;negative;NEU;negativo
7;negative;N;mixto
7;neutral;NONE;positivo
7;mixed;N;negativo
7;mixed;P;positivo
7;neutral;P;positivo
7;negative;NONE;positivo
7;neutral;NONE;negativo
7;negative;N;negativo
7;negative;NEU;neutral
7;mixed;N;positivo
7;negative;N;negativo
7;negative;N;negativo
7;negative;N;positivo
7;positive;NONE;positivo
7;mixed;NEU;negativo
7;negative;N;negativo
7;negative;NEU;positivo
7;negative;N;negativo
7;negative;N;mixto
7;negative;N;positivo
7;positive;P;positivo
7;negative;P;negativo
7;negative;NEU;negativo
7;mixed;P;positivo
7;negative;NONE;negativo
7;negative;NEU;negativo
7;negative;P;neutral
7;neutral;NONE;positivo
7;neutral;P;negativo
7;negative;N;negativo
7;negative;N;mixto
7;negative;N;negativo
7;negative;NONE;negativo
7;negative;N;negativo
7;positive;P+;neutral
7;negative;N;negativo
7;positive;N;positivo
7;negative;P;neutral
7;neutral;NONE;positivo
7;negative;N;negativo
7;negative;NEU;positivo
7;positive;P;positivo
7;positive;P;positivo
7;neutral;N;negativo
7;negative;N;neutral
7;negative;NEU;negativo
7;negative;P;neutral
7;negative;P;positivo
7;negative;N;negativo
7;negative;P;positivo
7;mixed;NEU;positivo
7;negative;N;positivo
7;positive;P;positivo
7;neutral;P;positivo
7;negative;NEU;mixto
7;negative;P;neutral
7;positive;P+;positivo
7;mixed;NEU;positivo
7;positive;P;positivo
7;neutral;P;positivo
7;negative;P;neutral
7;neutral;P;negativo
7;neutral;P;neutral
7;neutral;P;positivo
7;neutral;NONE;neutral
7;negative;P;negativo
7;positive;P;positivo
7;negative;N;negativo
7;positive;P;neutral
7;negative;NONE;neutral
7;mixed;NEU;positivo
7;negative;NEU;neutral
7;negative;NONE;neutral
7;positive;P;mixto
7;mixed;P;neutral
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;N;neutral
7;negative;NEU;positivo
7;positive;P;positivo
7;mixed;NEU;neutral
7;negative;P;neutral
7;negative;P;negativo
7;negative;N;negativo
7;mixed;P;positivo
7;negative;N;positivo
7;negative;N;negativo
7;negative;N;positivo
7;negative;P;negativo
7;mixed;N;mixto
7;negative;N;mixto
7;mixed;N;neutral
7;negative;NEU;positivo
7;mixed;NEU;negativo
7;positive;P+;positivo
7;negative;N+;negativo
7;mixed;P;mixto
7;negative;P;positivo
7;negative;P;neutral
7;negative;N;positivo
7;negative;N;positivo
7;positive;P;positivo
7;negative;NEU;negativo
7;negative;P;positivo
7;neutral;P;positivo
7;positive;P;neutral
7;negative;NEU;negativo
7;negative;N;neutral
7;negative;NONE;positivo
7;negative;N;negativo
7;negative;P;negativo
7;mixed;P;neutral
7;negative;N;negativo
7;neutral;NONE;positivo
7;mixed;P;positivo
7;negative;NONE;positivo
7;negative;NEU;negativo
7;negative;N;negativo
7;negative;P;negativo
7;negative;NONE;neutral
7;mixed;NEU;positivo
7;neutral;NONE;positivo
7;neutral;NONE;positivo
7;mixed;N+;neutral
7;mixed;NEU;positivo
7;negative;NEU;mixto
7;neutral;P;positivo
7;positive;P;negativo
7;neutral;N;positivo
7;positive;P;neutral
7;positive;P;positivo
7;negative;NEU;positivo
7;negative;N;negativo
7;negative;N;positivo
7;negative;N;mixto
7;neutral;P;positivo
7;negative;NEU;negativo
7;neutral;NEU;positivo
7;mixed;P;positivo
7;negative;NONE;neutral
7;neutral;N;neutral
7;positive;P;negativo
7;neutral;NONE;positivo
7;positive;N;neutral
7;negative;NEU;negativo
7;mixed;P;neutral
7;positive;N;neutral
7;negative;N;positivo
7;neutral;NONE;neutral
7;neutral;NONE;positivo
7;negative;N;neutral
7;negative;P;positivo
7;negative;NEU;positivo
7;negative;P;neutral
7;negative;P;negativo
7;negative;N;negativo
7;mixed;N+;negativo
7;positive;P;neutral
7;negative;NEU;positivo
7;negative;N;positivo
7;mixed;NEU;positivo
7;negative;N;positivo
7;negative;N;mixto
7;negative;N;neutral
7;mixed;P;positivo
7;mixed;NEU;negativo
7;negative;NEU;negativo
7;positive;NEU;positivo
7;negative;N;positivo
7;negative;N;negativo
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;negative;NEU;neutral
7;mixed;N;positivo
7;negative;P;positivo
7;neutral;NONE;positivo
7;negative;NEU;neutral
7;negative;N;negativo
7;negative;N+;negativo
7;neutral;N;negativo
7;negative;NEU;positivo
7;neutral;NONE;positivo
7;negative;P;negativo
7;mixed;N;positivo
7;negative;N;mixto
7;negative;P;neutral
7;mixed;NEU;negativo
7;mixed;P;positivo
7;positive;P;positivo
7;negative;NONE;positivo
7;negative;P;mixto
7;negative;N;negativo
7;negative;NEU;negativo
7;neutral;NONE;neutral
7;negative;P;positivo
7;positive;P;neutral
7;mixed;NEU;positivo
7;positive;P;negativo
7;negative;N;neutral
7;negative;NEU;neutral
7;mixed;N;mixto
7;mixed;P;positivo
7;negative;N;positivo
7;negative;N;negativo
7;negative;N;neutral
7;negative;NEU;positivo
7;negative;P;negativo
7;negative;P;positivo
7;positive;P;neutral
7;mixed;P;positivo
7;mixed;N;neutral
7;negative;P;positivo
7;negative;NONE;neutral
7;negative;P;neutral
7;negative;N;negativo
7;negative;N;negativo
7;positive;P;positivo
7;negative;P;mixto
7;negative;NEU;negativo
7;negative;N;negativo
7;negative;N+;positivo
7;negative;NEU;neutral
7;positive;P;negativo
7;negative;N;negativo
7;negative;N;negativo
7;positive;P;positivo
7;negative;P;negativo
7;negative;P;neutral
7;mixed;P;positivo
7;neutral;NONE;positivo
7;negative;N;neutral
7;positive;N;negativo
7;mixed;NEU;negativo
7;negative;N;negativo
7;negative;P;neutral
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;negative;P;positivo
7;positive;P+;positivo
7;positive;P;positivo
7;neutral;NONE;positivo
7;positive;P;positivo
7;mixed;P;positivo
7;neutral;NONE;positivo
7;negative;N;neutral
7;negative;P;neutral
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;positivo
7;neutral;N;neutral
7;negative;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;positive;NEU;positivo
7;neutral;P;negativo
7;negative;N;negativo
7;positive;P;positivo
7;negative;NEU;positivo
7;negative;N+;negativo
7;mixed;P;positivo
7;negative;N;negativo
7;neutral;P;positivo
7;negative;N;negativo
7;mixed;NEU;positivo
7;negative;N+;neutral
7;negative;N;positivo
7;negative;P;neutral
7;mixed;NEU;positivo
7;mixed;NEU;positivo
7;negative;NEU;neutral
7;negative;N;negativo
7;negative;NEU;negativo
7;negative;N;negativo
7;mixed;N;mixto
7;negative;N+;negativo
7;neutral;P;neutral
7;negative;N;negativo
7;negative;N;neutral
7;negative;NEU;negativo
7;negative;P;neutral
7;negative;N;positivo
7;negative;NEU;neutral
7;negative;N+;positivo
7;negative;N;negativo
7;negative;P;positivo
7;negative;P;negativo
7;neutral;NONE;positivo
7;mixed;P;positivo
7;negative;P;neutral
7;negative;N+;positivo
7;negative;P;negativo
7;negative;NEU;positivo
7;negative;P;positivo
7;negative;N;negativo
7;negative;NONE;neutral
7;mixed;N;negativo
7;positive;NEU;neutral
7;negative;N;negativo
7;negative;P;neutral
7;mixed;N;neutral
7;negative;NEU;negativo
7;negative;NEU;positivo
7;negative;P;positivo
7;negative;N;negativo
7;negative;N+;neutral
7;positive;P;positivo
7;negative;P;positivo
7;mixed;P;positivo
7;negative;N;neutral
7;neutral;N+;neutral
7;neutral;P+;positivo
7;neutral;NONE;neutral
7;negative;NEU;neutral
7;mixed;NEU;positivo
7;negative;P;positivo
7;negative;N;mixto
7;negative;N;positivo
7;positive;NONE;negativo
8;negative;N;mixto
7;negative;NEU;neutral
7;negative;N;positivo
7;negative;N+;positivo
7;positive;P;positivo
7;mixed;N;neutral
7;negative;N;negativo
7;positive;NEU;negativo
7;negative;N;negativo
7;negative;N;neutral
7;positive;P;positivo
7;negative;N+;positivo
7;mixed;P;positivo
7;positive;NEU;positivo
7;neutral;NONE;positivo
7;negative;P+;negativo
7;mixed;P;neutral
7;negative;N;negativo
7;negative;N;neutral
7;mixed;P;positivo
7;mixed;NEU;mixto
7;mixed;N;neutral
7;negative;N+;positivo
7;negative;N;negativo
7;neutral;NEU;positivo
7;mixed;NEU;positivo
7;negative;N;negativo
7;positive;N;positivo
7;mixed;N;mixto
7;negative;NEU;negativo
7;negative;NEU;negativo
7;negative;N;positivo
7;negative;N;negativo
7;negative;N+;neutral
7;negative;P;negativo
7;negative;N+;negativo
7;negative;NEU;positivo
7;mixed;N;positivo
7;negative;N;negativo
7;negative;NEU;mixto
7;positive;P;positivo
7;negative;P;negativo
7;negative;P;mixto
7;mixed;P;positivo
7;positive;P;positivo
7;negative;P+;positivo
7;negative;N;negativo
7;neutral;NONE;neutral
7;negative;NEU;negativo
7;negative;P;negativo
7;positive;N;negativo
7;positive;NEU;positivo
7;negative;N;negativo
7;negative;N;mixto
7;mixed;P;positivo
7;negative;N+;negativo
7;negative;NEU;mixto
7;mixed;NEU;mixto
7;negative;N;neutral
7;negative;N;mixto
7;negative;P;negativo
7;negative;N+;negativo
7;negative;N;negativo
7;mixed;NEU;negativo
7;negative;N;neutral
7;positive;P;negativo
7;negative;P;positivo
7;mixed;P;positivo
7;negative;P;negativo
7;negative;N+;neutral
7;negative;P;neutral
7;positive;P;positivo
7;negative;N;negativo
7;negative;N+;negativo
7;mixed;N+;negativo
7;negative;N;neutral
7;mixed;NEU;positivo
7;negative;N;negativo
7;negative;NEU;mixto
7;negative;P;mixto
7;neutral;N;positivo
7;negative;P;negativo
7;negative;N;negativo
7;negative;P;positivo
7;negative;N;negativo
7;negative;N;positivo
7;mixed;P;mixto
7;negative;N+;negativo
7;mixed;N;negativo
7;negative;N;neutral
7;negative;N;negativo
7;negative;N;negativo
7;negative;N;neutral
7;mixed;N;mixto
7;mixed;P;positivo
7;mixed;N;mixto
7;negative;P;positivo
7;positive;NONE;positivo
7;mixed;P;positivo
7;negative;P;mixto
7;positive;P;positivo
7;negative;P;negativo
7;mixed;N;positivo
7;negative;N;positivo
7;negative;N;positivo
7;negative;P;neutral
7;negative;NEU;neutral
7;negative;NEU;positivo
7;negative;P;neutral
7;negative;N;negativo
7;negative;NEU;negativo
7;mixed;N+;negativo
7;negative;N;negativo
7;negative;N;mixto
7;negative;N+;negativo
7;negative;N;neutral
7;negative;N;positivo
7;positive;NONE;positivo
7;neutral;NONE;neutral
7;mixed;P;positivo
7;negative;P;negativo
7;positive;N;negativo
7;negative;N;neutral
7;neutral;NONE;positivo
7;negative;N;mixto
7;neutral;N;negativo
7;negative;NEU;neutral
7;mixed;P;positivo
7;negative;NEU;positivo
7;negative;N;positivo
7;positive;P;neutral
7;negative;N;negativo
7;mixed;N+;positivo
7;neutral;P;positivo
7;negative;P;neutral
7;positive;N;positivo
7;negative;N;neutral
7;negative;N;neutral
7;negative;N;neutral
7;negative;N;negativo
7;negative;N;neutral
7;positive;NEU;negativo
7;mixed;NEU;positivo
7;positive;P;positivo
7;negative;N;negativo
7;negative;P;neutral
7;negative;N;positivo
7;positive;P;negativo
7;mixed;N;negativo
7;mixed;NEU;neutral
7;negative;N;neutral
7;positive;P;positivo
7;mixed;NEU;positivo
7;negative;P;negativo
7;negative;N+;negativo
7;mixed;N+;negativo
7;negative;NEU;negativo
7;mixed;N;mixto
7;negative;N;mixto
7;positive;NONE;positivo
7;negative;NEU;negativo
7;negative;N;neutral
7;negative;N;negativo
7;neutral;NONE;positivo
7;positive;P;negativo
7;negative;N;negativo
7;mixed;N;positivo
7;neutral;P;neutral
7;negative;NEU;neutral
8;negative;NEU;neutral
8;negative;N;negativo
8;mixed;NEU;positivo
8;negative;N;neutral
8;negative;NEU;positivo
8;negative;N;neutral
8;negative;N;negativo
8;negative;P;neutral
8;negative;N;positivo
8;negative;N;neutral
8;negative;NEU;positivo
8;negative;N+;neutral
8;mixed;NEU;mixto
8;negative;N;positivo
8;positive;P;positivo
8;negative;P;positivo
8;mixed;N;neutral
8;negative;N+;neutral
8;negative;NEU;negativo
8;negative;N+;positivo
8;negative;N;mixto
8;positive;NEU;positivo
8;neutral;P;positivo
8;mixed;NEU;neutral
8;mixed;NEU;positivo
8;negative;P;neutral
8;negative;N;positivo
8;negative;P;negativo
8;mixed;N;positivo
8;negative;P;negativo
8;mixed;NEU;neutral
8;mixed;NEU;positivo
8;negative;P;negativo
8;mixed;P;positivo
8;negative;N;negativo
8;negative;P;neutral
8;mixed;NEU;positivo
8;negative;N;mixto
8;negative;NEU;mixto
8;positive;P;positivo
8;positive;N;positivo
8;negative;P;positivo
8;neutral;NONE;positivo
8;mixed;P;negativo
8;neutral;P;negativo
8;negative;N;neutral
8;negative;P;positivo
8;negative;N;positivo
8;mixed;NEU;neutral
8;neutral;P;positivo
8;negative;NEU;mixto
8;negative;N;negativo
8;negative;P;neutral
8;neutral;P;positivo
8;mixed;N;positivo
8;negative;N;negativo
8;negative;N;positivo
8;negative;N;mixto
8;positive;NEU;neutral
8;neutral;P;positivo
8;positive;NEU;positivo
8;negative;P;positivo
8;negative;N;positivo
8;negative;N;neutral
8;mixed;P;positivo
8;mixed;NEU;negativo
8;negative;N;negativo
8;neutral;NONE;neutral
8;negative;N;neutral
8;negative;N;neutral
8;negative;N;negativo
8;neutral;NONE;positivo
8;neutral;NONE;positivo
8;negative;N;negativo
8;mixed;P;positivo
8;negative;N;negativo
8;negative;P;positivo
8;negative;N;negativo
8;neutral;N;neutral
8;positive;P;neutral
8;negative;N;positivo
8;mixed;NEU;mixto
8;negative;N;negativo
8;negative;NONE;negativo
8;negative;P;neutral
8;negative;N;positivo
8;mixed;N;mixto
8;positive;NEU;positivo
8;negative;N;negativo
8;negative;N;neutral
8;negative;N;negativo
8;positive;P;positivo
8;negative;N;mixto
8;mixed;P;positivo
8;negative;N;mixto
8;negative;N;positivo
8;neutral;P;neutral
8;positive;N+;positivo
8;neutral;NONE;neutral
8;mixed;P;positivo
8;neutral;P;neutral
8;mixed;N;positivo
8;negative;N;neutral
8;negative;P;positivo
8;neutral;NONE;neutral
8;negative;N;negativo
8;negative;NEU;negativo
8;mixed;N;negativo
8;negative;N;neutral
8;mixed;N;mixto
8;negative;P;positivo
8;negative;N+;negativo
8;negative;N;positivo
8;mixed;P;mixto
8;positive;P;positivo
