"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3159061334193792";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3159061334193792_3159062810860311";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"";"2020-12-27T08:34:30+0000";"0";"";""
"1";"3";"1";"3159061334193792_3159062964193629";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Acabar el año más enfermo con SALUD! La mejor noticia y señal de un prometedor 2021❤❤❤";"2020-12-27T08:34:35+0000";"31";"";""
"1";"4";"1";"3159061334193792_3159063150860277";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Ooole ahí por fin se ve la luz al final del túnel ";"2020-12-27T08:34:45+0000";"17";"";""
"1";"5";"1";"3159061334193792_3159064647526794";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"No hay otra gente para vacunar? Me da tanta pena por estos abuelos 😭";"2020-12-27T08:35:36+0000";"13";"";""
"1";"6";"1";"3159061334193792_3159064754193450";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"https://tierrapura.org/2020/12/18/vacunas-inutiles-y-pleigrosas-pero-se-imponen-las-verdaderas-razones-detras-del-intento-de-vacunar-a-todos/";"2020-12-27T08:35:39+0000";"1";"";""
"1";"7";"1";"3159061334193792_3159065334193392";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Esta guerra hoy, en España , la comenzamos a ganar, una penita por los que no lo pueden ver. En nuestras manos el salvar vidas y quitar hambres.";"2020-12-27T08:36:03+0000";"25";"";""
"1";"8";"1";"3159061334193792_3159066297526629";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Llega el principio del fin...❤️💪";"2020-12-27T08:36:34+0000";"17";"";""
"1";"9";"1";"3159061334193792_3159067864193139";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Esperanza🇪🇸🙏";"2020-12-27T08:37:48+0000";"0";"";""
"1";"10";"1";"3159061334193792_3159068377526421";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Enhorabuena  al presidente y al señor Illa";"2020-12-27T08:38:13+0000";"8";"";""
"1";"11";"1";"3159061334193792_3159068524193073";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Por fin un rayo de luz";"2020-12-27T08:38:22+0000";"1";"";""
"1";"12";"1";"3159061334193792_3159068747526384";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Gracias Gobierno ESPAÑOL PEDRO SÁNCHEZ MINISTRO  DE SANIDAD 👏👏👏👏👏";"2020-12-27T08:38:35+0000";"7";"";""
"1";"13";"1";"3159061334193792_3159068770859715";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"";"2020-12-27T08:38:36+0000";"0";"";""
"1";"14";"1";"3159061334193792_3159068884193037";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Esperemos que no le pase nada a la pobre mujer";"2020-12-27T08:38:41+0000";"0";"";""
"1";"15";"1";"3159061334193792_3159068977526361";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Vania Tutunarova son ellos los que corren más riesgo de morir, por eso son los primeros ";"2020-12-27T08:38:46+0000";"7";"";""
"1";"16";"1";"3159061334193792_3159069164193009";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Vania Tutunarova yo pienso igual, que pena ";"2020-12-27T08:38:55+0000";"4";"";""
"1";"17";"1";"3159061334193792_3159069167526342";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Por fin que buena noticia!!!";"2020-12-27T08:38:55+0000";"9";"";""
"1";"18";"1";"3159061334193792_3159069387526320";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Yo tengo ganas de ponermela por responsabilidad  para mi y los mios y por la gente en general";"2020-12-27T08:39:07+0000";"2";"";""
"1";"19";"1";"3159061334193792_3159069700859622";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Nuestros primeros cobay los abuelitos que pena me da!!!!";"2020-12-27T08:39:19+0000";"47";"";""
"1";"20";"1";"3159061334193792_3159069734192952";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Mucha suerte 💙💙💙";"2020-12-27T08:39:21+0000";"2";"";""
"1";"21";"1";"3159061334193792_3159069784192947";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Enora Buena Para LA doss soy valientee";"2020-12-27T08:39:24+0000";"2";"";""
"1";"22";"1";"3159061334193792_3159070027526256";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Anderson Baldner ";"2020-12-27T08:39:32+0000";"0";"";""
"1";"23";"1";"3159061334193792_3159070037526255";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Muy bien por ella 96 años bien vividos seguro es su decisión";"2020-12-27T08:39:33+0000";"3";"";""
"1";"24";"1";"3159061334193792_3159070110859581";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Felicito a la señora, y que tenga suerte ❤️❤️!!!";"2020-12-27T08:39:36+0000";"17";"";""
"1";"25";"1";"3159061334193792_3159070170859575";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"👏🏻👏🏻👏🏻👏🏻👏🏻";"2020-12-27T08:39:37+0000";"0";"";""
"1";"26";"1";"3159061334193792_3159070274192898";"data";"data.*";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"Que gran noticia!!!";"2020-12-27T08:39:41+0000";"2";"";""
"1";"27";"1";"164716453628310_3159061334193792";"offcut";"";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"";"";"";"";""
"1";"28";"1";"164716453628310_3159061334193792";"headers";"";"fetched (200)";"2021-08-04 12:04:11.319584";"Facebook:/<post-id>/comments";"";"";"";"";""
"1";"29";"1";"3159061334193792_3159070327526226";"data";"data.*";"fetched (200)";"2021-08-04 12:04:13.836011";"Facebook:/<post-id>/comments";"Mucha suerte!!!👏👏";"2020-12-27T08:39:43+0000";"1";"";""
