"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3277454529021138";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3277454529021138_3277460042353920";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"Pues.... En 66 meses estamos todos vacunados!   5 años y medio .....";"2021-02-12T18:47:48+0000";"5";"";""
"1";"3";"1";"3277454529021138_3277460129020578";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"¡¡¡ UN MILLÓN !!!   Poquito a poquito, despacito muy despacito, ya queda menos. 😭";"2021-02-12T18:47:52+0000";"3";"";""
"1";"4";"1";"3277454529021138_3277461115687146";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"Ánimo , q solo quedan 40 millones de españoles 😂😂😂";"2021-02-12T18:48:25+0000";"0";"";""
"1";"5";"1";"3277454529021138_3277462099020381";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"A este ritmo cuantos AÑOS se tardará en vacunarán a  todos os españoles ????";"2021-02-12T18:49:01+0000";"2";"";""
"1";"6";"1";"3277454529021138_3277462305687027";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"Pues las matemáticas no fallan. A este paso con un poco de suerte a finales del 2022 estaremos vacunados.";"2021-02-12T18:49:07+0000";"0";"";""
"1";"7";"1";"3277454529021138_3277463665686891";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"Francisco Jose Palma del Río  46 millones para ser exactos 🤣🤣🤣 ";"2021-02-12T18:50:07+0000";"0";"";""
"1";"8";"1";"3277454529021138_3277463732353551";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"⚠️ ¿TE VACUNARÍAS PARA SEGUIR CON TODO IGUAL?  1- ¿Puedo dejar de llevar la mascarilla? Gobierno: No.  2- ¿Pueden los restaurantes, bares, pubs reabrir y todo el mundo trabajar con normalidad? Gobierno: No.  3- ¿Soy ya resistente al Covid? Gobierno: Quizá, pero no lo sabemos seguro.  4- ¿Por lo menos ya no puedo contagiar a otros? Gobierno: No, todavía puedes pasarlo a otros. Seguramente nadie lo sabe con certeza.  5- Si vacunamos a todos los niños, ¿volverán los colegios a la normalidad? Gobierno: No.  6- Si estoy vacunado, ¿puedo dejar ya de hacer la distancia social? Gobierno: No.  7- Si estoy vacunado, ¿puedo dejar de desinfectarme las manos? Gobierno: No.  8- Si mi abuelo y yo estamos vacunados, ¿podremos abrazarnos? Gobierno: No.  9- ¿Volverán los cines, teatros, estadios etc a reabrir al público gracias a las vacunas? Gobierno: No.  10- ¿Podrán los vacunados volver a juntarse para celebrar bodas, bautizos, comuniones, etc.? Gobierno: No.  11- ¿Cuáles son los beneficios reales de la vacunación? Gobierno: El virus no te matará.  12- ¿Está seguro de que no me matará? Gobierno: No.  13- Si, estadísticamente, el virus no me va a matar, ¿por qué debería vacunarme? Gobierno: Para proteger a otros.  14- Entonces, si yo me vacuno, ¿los otros pueden estar seguros al 100% de que yo no les infectaré? Gobierno: No, no estamos seguros.  En resumen: La vacuna del Covid-19  - No te da inmunidad. - No elimina el virus.  - No evita que mueras. - No garantiza que no te contagies. - No evita que contagies a los demás. - No elimina las restricciones para viajar. - No evita que cierren los negocios. - No elude la necesidad de más confinamientos.  ¿Entonces? Gobierno: Cállate y Obedece ESCLAVO!";"2021-02-12T18:50:09+0000";"1";"";""
"1";"9";"1";"3277454529021138_3277464179020173";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"Y es lo que hay que hacer proteger a la gente pero rápidamente hace tiempo que teníais que haber empezado y haber terminado ya que muchas personas muchas farmacias muchos sitios para poder ponerlas mucho hay que mover un poco el culo no solo a coger dinero o sea teníamos que estar todos vacunados los mayores los jóvenes los de riesgos que no está no hay nadie todavía o sea que es que ponéis tanto tanto tanto por los viejos están aquí esperando a que se mueran para que cojas el dinero los de riesgo igual exactamente lo mismo así cogemos la pasta pronto y luego cuando ponéis alguna vacuna pues no pues parece que habéis hechoCuando habéis puesto algunas vacunas ponéis aquí como que habéis puesto algunas como si hubieras hecho el oro y el moro pues hacer más y no tanta chorrada que lo único que estáis haciendo tonterías y no completas las cosas como es debido ya que desde el tiempo que empezamos ya está bien por qué no fue un año no ha sido más y tres meses también que no lo habéis dicho siempre estáis con el año el año el año no señor entró antes en España mucho antes que el año";"2021-02-12T18:50:26+0000";"4";"";""
"1";"10";"1";"3277454529021138_3277464379020153";"data";"data.*";"fetched (200)";"2021-08-04 12:23:52.521877";"Facebook:/<post-id>/comments";"MJ Jimenez ";"2021-02-12T18:50:31+0000";"0";"";""
