"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3682840345149219";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3682840345149219_3682846081815312";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"Sois una basura";"2021-07-05T18:18:20+0000";"2";"";""
"1";"3";"1";"3682840345149219_3682851915148062";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"";"2021-07-05T18:21:12+0000";"0";"";""
"1";"4";"1";"3682840345149219_3682859718480615";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"Miguel Toledo tu si que eres basura que no eres capaz de decir eso mismo desde un perfil real y te escondes detrás de un perfil falso ";"2021-07-05T18:24:34+0000";"1";"";""
"1";"5";"1";"3682840345149219_3682866055146648";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"Cuanto le gusta el. Marketing a lo del. Ministerio... Ah pero!... tendran que pagar... Ah... que tendran que pagar... Lo que estan haciendo... Un dia o otro.. Pero pagaran...";"2021-07-05T18:27:05+0000";"4";"";""
"1";"6";"1";"3682840345149219_3682867508479836";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"19 millones de borregos.";"2021-07-05T18:27:37+0000";"1";"";""
"1";"7";"1";"3682840345149219_3682868651813055";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"La peor vacuna a z";"2021-07-05T18:28:11+0000";"0";"";""
"1";"8";"1";"3682840345149219_3682869071813013";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"";"2021-07-05T18:28:18+0000";"0";"";""
"1";"9";"1";"3682840345149219_3682870321812888";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"ACABA DE CAER RAFFAELA CARRÁ TRAS EL ""EXPERIMENTO""";"2021-07-05T18:28:53+0000";"2";"";""
"1";"10";"1";"3682840345149219_3682877441812176";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"Pero si la vacuna que nos an puesto no es para el virus,seguimos igual el otro día fue mi madre arreglar papeles al ayuntamiento y la hicieron esperar en la calle al sol,la atendieron mal y sin ganas,estando ya vacunada pero cuando llego una amiga se dejaron de respetar los espacios se abrazaron y dieron besos el miedo es al virus o al pobre??? Poned ya a trabajar a los organismos del estado que para algo pagamos con el cuento este ya no quiere volver a trabajar nunca sinverguezas.";"2021-07-05T18:32:25+0000";"45";"";""
"1";"11";"1";"3682840345149219_3682886461811274";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"https://noticierouniversal.com/actualidad/un-anciano-vasco-que-recibio-las-dos-dosis-de-la-vacuna-de-pfizer-se-contagia-del-coronavirus-pero-esta-asintomatico/";"2021-07-05T18:37:04+0000";"3";"";""
"1";"12";"1";"3682840345149219_3682888495144404";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"Pues empieza a oler raro todo esto , mas os vale que salfa bien el experimento";"2021-07-05T18:38:06+0000";"2";"";""
"1";"13";"1";"3682840345149219_3682891355144118";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"🌹";"2021-07-05T18:39:34+0000";"0";"";""
"1";"14";"1";"3682840345149219_3682895821810338";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"";"2021-07-05T18:41:48+0000";"0";"";""
"1";"15";"1";"3682840345149219_3682896151810305";"data";"data.*";"fetched (200)";"2021-08-04 13:39:05.625209";"Facebook:/<post-id>/comments";"19 millones de persona con el riesgo de morir y esta gentuza y las farmacéuticas no se hacen responsables... K bonito ehhh... Sois unos HDLGP!!!";"2021-07-05T18:41:57+0000";"16";"";""
