"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3719737594792827";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3719737594792827_3719741911459062";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Hombre menos mal…….!! 💉 💉💉 . Venga a decir que abren las edades de vacunación para agilizarla debido a la alta incidencia y resulta que lo que falta son las vacunas…..🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️";"2021-07-19T08:33:13+0000";"16";"";""
"1";"3";"1";"3719737594792827_3719743021458951";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"BUENOS DÍAS O. M. S., ORGANIZACIÓN. MUNDIAL. DE SATANÁS";"2021-07-19T08:33:58+0000";"13";"";""
"1";"4";"1";"3719737594792827_3719743184792268";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Los vacunados aparecen cuando activamos el bluetooth  del móvil.😳Haced la prueba. https://m.facebook.com/story.php?story_fbid=3660663410825688&id=100006461943868";"2021-07-19T08:34:05+0000";"8";"";""
"1";"5";"1";"3719737594792827_3719744268125493";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Christian Balle, mira lo que han hecho con los vacunados.🤔  https://m.facebook.com/story.php?story_fbid=3660663410825688&id=100006461943868";"2021-07-19T08:34:49+0000";"3";"";""
"1";"6";"1";"3719737594792827_3719748988125021";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Endeudandonos con pseudo vacunas para una enfermedad salida de laboratorio.";"2021-07-19T08:37:28+0000";"10";"";""
"1";"7";"1";"3719737594792827_3719750954791491";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"🔴 NO SON VACUNAS, SON EXPERIMENTOS GENÉTICOS";"2021-07-19T08:38:49+0000";"6";"";""
"1";"8";"1";"3719737594792827_3719752374791349";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Pues miraremos si llegan astrazeneca para adelantar la, segunda dosis la mía a este paso en la semana 23 vergüenza";"2021-07-19T08:39:36+0000";"6";"";""
"1";"9";"1";"3719737594792827_3719754824791104";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Luigi Tete retra";"2021-07-19T08:40:57+0000";"4";"";""
"1";"10";"1";"3719737594792827_3719757908124129";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Aurora Artal Salcedo pues a mi me llamban continuamente techsxe vsrias veced, hsdtsvonseguir en mi pueblo un descontrol gigante, si";"2021-07-19T08:42:54+0000";"0";"";""
"1";"11";"1";"3719737594792827_3719761991457054";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Están algo desorientados los fascistoides";"2021-07-19T08:45:14+0000";"3";"";""
"1";"12";"1";"3719737594792827_3719769638122956";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Aurora Artal Salcedo ¿de dónde eres? Aquí ya han vacunado a los que se pusieron astra zéneca.";"2021-07-19T08:49:50+0000";"0";"";""
"1";"13";"1";"3719737594792827_3719770021456251";"data";"data.*";"fetched (200)";"2021-08-04 13:45:40.081785";"Facebook:/<post-id>/comments";"Queridos trolls, dejarlo, estáis haciendo el ridículo 😁";"2021-07-19T08:50:05+0000";"14";"";""
